المعرف,الاسم,"العلامة الإزامية(نسبة إكمال البيانات)","العلامة الإجمالية(نسبة إكمال البيانات)","معتمدة بتاريخ","معتمدة من قبل المديرية بتاريخ","معتمدة من قبل الوزارة بتاريخ","المعرف(الشكل القانوني)","الاسم(الشكل القانوني)","مستخدم المديرية المعتمد","مستخدم الوزارة المعتمد",المعرف(المحافظة),الاسم(المحافظة)
844,"شباب مثقف سوري ( شمس )",67,73,,,,3,جمعية,,,1,دمشق,
845,"بشائر الخير لمكافحة المخدرات بالميادين",67,73,,,,3,جمعية,,,7,"دير الزور",
846,"بمنة الخيرية",100,86,,,,3,جمعية,,,14,طرطوس,
847,التوحد,73,78,,,,3,جمعية,,,11,اللاذقية,
848,الزيتون,57,55,,,,3,جمعية,,,8,حماة,
849,"حي الزهور",67,73,,,,3,جمعية,,,1,دمشق,
850,"التواصل الحضاري",67,73,,,,3,جمعية,,,1,دمشق,
851,"المهنية للمعلوماتية والاتصالات",67,73,,,,3,جمعية,,,1,دمشق,
852,"الزهراء الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
853,"دار المحبة الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
854,"رابطة أصدقاء السكك الحديدية",67,73,,,,5,رابطة,,,2,حلب,
855,"معالجة الأمراض النفسية والادمان",67,73,,,,3,جمعية,,,2,حلب,
856,"أصدقاء مركز فتحي محمد للفنون التشكيلية",67,73,,,,3,جمعية,,,2,حلب,
857,"عين العروس الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
858,"الزاهرة الجديدة وحي الزهور ودف الشوك الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
859,"السورية للتنمية وتعزيز الصحة",67,73,,,,3,جمعية,,,1,دمشق,
860,"السورية لأطباء خريجي امريكا الشمالية",67,73,,,,3,جمعية,,,1,دمشق,
861,"الصداقة السورية البولونية",67,73,,,,3,جمعية,,,1,دمشق,
862,"الجمعية السورية لمصممي الازياء",67,73,,,,3,جمعية,,,1,دمشق,
863,"الزهراء الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
864,"البيت البوليفاريانو",73,76,,,,3,جمعية,,,14,طرطوس,
865,"المنطار الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
866,"المصطفى الخيرية في برابشبو",67,73,,,,3,جمعية,,,11,اللاذقية,
867,"أم القرى في عرقايا",67,73,,,,3,جمعية,,,9,حمص,
868,"البر والخدمات الاجتماعية بإدلب",90,90,,,,3,جمعية,,,10,إدلب,
869,"السورية لخريجي المعاهد العليا والجامعات الرومانية",67,73,,,,3,جمعية,,,1,دمشق,
870,"بيت ياشوط الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
871,"جودي لذوي الاحتياجات الخاصة",67,73,,,,3,جمعية,,,1,دمشق,
872,"السورية لأمراض الثدي",67,73,,,,3,جمعية,,,1,دمشق,
873,"تادف الخيرية",67,73,,,,3,جمعية,,,2,حلب,
874,"تطوير وتحسين وتطوير الأداء",67,73,,,,3,جمعية,,,11,اللاذقية,
875,البودي,67,73,,,,3,جمعية,,,11,اللاذقية,
876,"مركز ودراسات وابحاث ورعاية المعوقين في سلمية",57,55,,,,3,جمعية,,,8,حماة,
877,"النور والزهور",67,73,,,,3,جمعية,,,1,دمشق,
878,"السورية الكندية لرجال الأعمال",67,73,,,,3,جمعية,,,1,دمشق,
879,"أصدقاء قلعة حلب",67,73,,,,3,جمعية,,,2,حلب,
880,"دربل الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
881,"جمعية اللطامنة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
882,"المركز العالمي للشؤون العلمية",67,73,,,,3,جمعية,,,1,دمشق,
883,"الامام الغزالي",57,55,,,,3,جمعية,,,6,درعا,
884,"المصدرين السوريين للمنتجات الزراعية",67,73,,,,3,جمعية,,,1,دمشق,
885,"جمعية الاعاقة والتأهيل بالرقة",80,78,,,,3,جمعية,,,4,الرقة,
886,"القدموس الخيرية",90,82,,,,3,جمعية,,,14,طرطوس,
887,"الابرار الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
888,"العلمية للبيئة",67,73,,,,3,جمعية,,,11,اللاذقية,
889,الغدير,67,73,,,,3,جمعية,,,9,حمص,
890,"برمانة المشايخ الخيرية",83,80,,,,3,جمعية,,,14,طرطوس,
891,"القورية الخيرية",67,73,,,,3,جمعية,,,7,"دير الزور",
892,"الناصرية الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
893,"خريجي المدارس والمعاهد الزراعية والبيطرية",67,73,,,,3,جمعية,,,1,دمشق,
894,"ادارة الموارد البشرية",67,73,,,,3,جمعية,,,1,دمشق,
895,"الاغر السورية لحماية الحيوان",67,73,,,,3,جمعية,,,1,دمشق,
896,"حماية البيئة في قرية عرى",67,73,,,,3,جمعية,,,5,السويداء,
897,"نادي المغتربين السوريين",67,73,,,,4,نادي,,,1,دمشق,
898,"رجال وسيدات الاعمال سورية",67,73,,,,3,جمعية,,,1,دمشق,
899,"البيت الدمشقي",67,73,,,,3,جمعية,,,1,دمشق,
900,"إنعاش قرية المزينة",67,73,,,,3,جمعية,,,9,حمص,
901,"النماء الخيرية في الحفة",67,73,,,,3,جمعية,,,11,اللاذقية,
902,"الوعد الصادق الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
903,"مرضى السرطان",67,73,,,,3,جمعية,,,6,درعا,
904,"أبناء الجولان الخيرية بقدسيا",73,76,,,,3,جمعية,,,13,"ريف دمشق",
905,"اصدقاء السائح",67,73,,,,3,جمعية,,,1,دمشق,
906,الغيث,67,73,,,,3,جمعية,,,11,اللاذقية,
907,"أصدقاء العلم والثقافة بقارة",73,76,,,,3,جمعية,,,13,"ريف دمشق",
908,"الوطنية للشباب والتنمية",67,73,,,,3,جمعية,,,1,دمشق,
909,المصطفى,67,73,,,,3,جمعية,,,9,حمص,
910,"خير الناس الخيرية في جديدة الوادي",73,78,,,,3,جمعية,,,13,"ريف دمشق",
911,"المودة الخيرية بالحسكة",100,96,"2023-10-11 11:34:12","2023-10-11 13:27:10",,3,جمعية,"صالح حمد الأحمد",,3,الحسكة,
912,"يداً بيد مع ذوي الاحتياجات الخاصة",67,73,,,,3,جمعية,,,,,
913,"جمعية المحروسة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
914,"بقرص الخيرية",67,73,,,,3,جمعية,,,7,"دير الزور",
915,"جمعية الاحسان للخدمات الاجتماعية والصحية",67,73,,,,3,جمعية,,,,,
916,"التضامن الخيرية في العنازة",73,76,,,,3,جمعية,,,14,طرطوس,
917,"الأنماء لدعم المرأة والطفل",73,76,,,,3,جمعية,,,4,الرقة,
918,"صندوق تنمية المجتمع المحلي",67,73,,,,3,جمعية,,,5,السويداء,
919,"الربيعة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
920,"حيالين الخيرية",57,61,,,,3,جمعية,,,8,حماة,
921,"اصدقاء الفنانين",67,73,,,,3,جمعية,,,1,دمشق,
922,"خير الشام الاجتماعية",67,73,,,,3,جمعية,,,1,دمشق,
923,"الخيرية الفلسطينية لحق العودة",67,73,,,,3,جمعية,,,1,دمشق,
924,"رعاية وتأهيل المكفوفين",67,73,,,,3,جمعية,,,7,"دير الزور",
925,"رعاية المساجين",73,76,,,,3,جمعية,,,4,الرقة,
926,"الوفاء الخيرية في بيت جن",73,76,,,,3,جمعية,,,13,"ريف دمشق",
927,"السحل الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
928,"العيلة بالقرداحة",67,73,,,,3,جمعية,,,11,اللاذقية,
929,"الوردية الخيرية",100,86,,,,3,جمعية,,,14,طرطوس,
930,"فجر الغد الخيرية التنموية",67,73,,,,3,جمعية,,,1,دمشق,
931,"ربيع الجولان الخيرية",57,57,,,,3,جمعية,,,12,القنيطرة,
932,"رعاية المكفوفين",100,100,,,,3,جمعية,,,12,القنيطرة,
933,"جمعية حلفايا الخيرية",57,55,,,,3,جمعية,,,8,حماة,
934,"السورية العلمية التقنية لهواة اللاسلكي",67,73,,,,3,جمعية,,,1,دمشق,
935,"أصدقاء مرضى السرطان",67,73,,,,3,جمعية,,,5,السويداء,
936,"شباب الأمل",67,73,,,,3,جمعية,,,10,إدلب,
937,"المجد لتأهيل وتدريب المعاقين بالنبك",73,76,,,,3,جمعية,,,13,"ريف دمشق",
938,"طبيعة بلا حدود",67,73,,,,3,جمعية,,,11,اللاذقية,
939,"الحياة لرعاية المعوقين في طرطوس",100,86,,,,3,جمعية,,,14,طرطوس,
940,"أصدقاء أوغاريت",67,73,,,,3,جمعية,,,11,اللاذقية,
941,"السورية للاستكشاف والتوثيق",67,73,,,,3,جمعية,,,1,دمشق,
942,"نادي الشام للسياحة البيئية",67,73,,,,4,نادي,,,1,دمشق,
943,"جمعية البتول للخدمات الإنسانية",83,78,,,,3,جمعية,,,14,طرطوس,
944,"السورية الخيرية لأورام الثدي",67,73,,,,3,جمعية,,,11,اللاذقية,
945,"الوطنية لرجال الأعمال السوريين",67,73,,,,3,جمعية,,,1,دمشق,
946,الصفصافة,73,76,,,,3,جمعية,,,14,طرطوس,
947,طموحي,67,73,,,,3,جمعية,,,1,دمشق,
948,"الشام للطفولة",67,73,,,,3,جمعية,,,1,دمشق,
949,"المصطفى الخيرية بالبصيرة",67,73,,,,3,جمعية,,,7,"دير الزور",
950,"الخيرية للإغاثة الانسانية",67,73,,,,3,جمعية,,,1,دمشق,
951,"النور الخيرية في حمام القراحلة",67,73,,,,3,جمعية,,,11,اللاذقية,
952,الأحلام,67,73,,,,3,جمعية,,,2,حلب,
953,"الدفاع عن العمال السوريين في الخارج",67,73,,,,3,جمعية,,,1,دمشق,
954,"الاهلية للمفقودين السوريين في لبنان",67,73,,,,3,جمعية,,,1,دمشق,
955,"السورية للوقاية من حوادث الطرق",67,73,,,,3,جمعية,,,1,دمشق,
956,"جمعية نماء الخيرية التنموية",67,73,,,,3,جمعية,,,2,حلب,
957,"السورية لمكافحة سرطان الرئة",73,76,,,,3,جمعية,,,13,"ريف دمشق",
958,"الرازي الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
959,"البر والخدمات الخيرية (في مزار القطرية)",67,73,,,,3,جمعية,,,11,اللاذقية,
960,"السورية للسياحة المستدامة / الفينيق المستدام/",67,73,,,,3,جمعية,,,1,دمشق,
961,"اصدقاء الاحسان الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
962,"احياء وتطوير الشباب السوري ( سدرة )",67,73,,,,3,جمعية,,,1,دمشق,
963,"السلامة الخيرية في القدموس",73,76,,,,3,جمعية,,,14,طرطوس,
964,"رعاية المتسولين والمتشردين",100,86,"2023-10-12 16:01:08",,,3,جمعية,,,2,حلب,
965,"المودة الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
966,"ام الزيتون الخيرية",67,73,,,,3,جمعية,,,5,السويداء,
967,"السلام والمواساة الخيرية في العقيبة",67,73,,,,3,جمعية,,,11,اللاذقية,
968,"مشيرفة الساموك الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
969,"خير العمل في قرية الشعيرات",67,73,,,,3,جمعية,,,9,حمص,
970,"جمعية المبرات الخيرية في بلدة معربة",83,78,,,,3,جمعية,,,13,"ريف دمشق",
971,"خربة المعزة",73,76,,,,3,جمعية,,,14,طرطوس,
972,"الموعة الخيرية",57,57,,,,3,جمعية,,,8,حماة,
973,"النور الخيرية في البقعة",67,73,,,,3,جمعية,,,11,اللاذقية,
974,يرتي,67,73,,,,3,جمعية,,,11,اللاذقية,
975,المكيشفاني,73,76,,,,3,جمعية,,,14,طرطوس,
976,"جمعية تنمية المجتمع المحلي في السويداء",67,73,,,,3,جمعية,,,5,السويداء,
977,"العطاء الخيرية في المريقب",83,80,,,,3,جمعية,,,14,طرطوس,
978,"الضياء الخيرية للإعاقة البصرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
979,"فرح لدعم الاطفال المصابين بالسرطان",67,73,,,,3,جمعية,,,11,اللاذقية,
980,"جمعية حماية المستهلك في محافظة حلب",67,73,,,,3,جمعية,,,2,حلب,
981,"شهبا الخيرية",67,73,,,,3,جمعية,,,5,السويداء,
982,"الاحسان الخيرية في الزرقات",73,76,,,,3,جمعية,,,14,طرطوس,
983,"الحسن الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
984,"دمسرخو الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
985,"السورية للتنمية الاجتماعية",67,73,,,,3,جمعية,,,1,دمشق,
986,"البراءة لرعاية المكفوفين بطرطوس",73,76,,,,3,جمعية,,,14,طرطوس,
987,"العلمية السورية للتمريض",67,73,,,,3,جمعية,,,1,دمشق,
988,"لمسة شفا",67,73,,,,3,جمعية,,,1,دمشق,
989,"السورية للحماية المهنية",67,73,,,,3,جمعية,,,1,دمشق,
990,"الإيمان الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
991,"بطموش الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
992,"الحاطرية الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
993,"حماية المستهلك في إدلب",67,73,,,,3,جمعية,,,10,إدلب,
994,"الشهامة للنهضة الانسانية",67,73,,,,3,جمعية,,,2,حلب,
995,"النور في حيبو وكرميا وبيت حسينه",83,82,,,,3,جمعية,,,14,طرطوس,
996,"الكوثر الخيرية الاجتماعية",67,73,,,,3,جمعية,,,2,حلب,
997,"البارقية الخيرية",100,86,,,,3,جمعية,,,14,طرطوس,
998,"السورية للتنمية الصحية (السورية للأطفال ذوي الاحتياجات الخاصة سابقاً)",67,73,,,,3,جمعية,,,11,اللاذقية,
999,"المنصورة الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1000,"إنعاش قرية الكنيسة",73,76,,,,3,جمعية,,,14,طرطوس,
1001,"الخيرية الاجتماعية",67,73,,,,3,جمعية,,,9,حمص,
1002,"الرحمن الخيرية في قرى الزعفراني والقمقمة",73,76,,,,3,جمعية,,,14,طرطوس,
1003,"الطيانة الخيرية",67,73,,,,3,جمعية,,,7,"دير الزور",
1004,"اليقظة الخيرية للخدمات الاجتماعية",90,82,,,,3,جمعية,,,1,دمشق,
1005,"دروشا الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1006,"فرص العمل",73,76,,,,1,مؤسسة,,,14,طرطوس,
1007,"منبج الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1008,"ريمة اللحف",67,73,,,,3,جمعية,,,5,السويداء,
1009,تلفيتا,73,76,,,,3,جمعية,,,13,"ريف دمشق",
1010,"الإحسان الخيرية في القامشلي",96,86,,,,3,جمعية,,,3,الحسكة,
1011,"الدرخبية الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1012,"نادي أميسا",67,73,,,,4,نادي,,,9,حمص,
1013,"الإيخاء الخيرية في بريصين",73,76,,,,3,جمعية,,,14,طرطوس,
1014,"البنيان الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1015,"بلدنا احلى",67,73,,,,3,جمعية,,,1,دمشق,
1016,"المزرعة الخيرية",67,73,,,,3,جمعية,,,5,السويداء,
1017,"البتول الخيرية",57,55,,,,3,جمعية,,,8,حماة,
1018,"جمعية البراعم لرعاية الطفولة",67,73,,,,3,جمعية,,,5,السويداء,
1019,"حماية المستهلك",67,73,,,,3,جمعية,,,1,دمشق,
1020,"مكاتب السياحة والسفر في سورية",67,73,,,,3,جمعية,,,1,دمشق,
1021,"أصدقاء البيئة في الدريكيش",83,78,,,,3,جمعية,,,14,طرطوس,
1022,"الرحى الخيرية",67,73,,,,3,جمعية,,,,,
1023,التاريخية,67,73,,,,3,جمعية,,,5,السويداء,
1024,البصير,67,73,,,,3,جمعية,,,9,حمص,
1025,البيئية,67,73,,,,3,جمعية,,,9,حمص,
1026,الزيتون,57,55,,,,3,جمعية,,,8,حماة,
1027,"المراح لإحياء وتطوير الوردة الدمشقية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1028,"فؤادي - دعم التنمية المتكاملة",67,73,,,,1,مؤسسة,,,1,دمشق,
1029,"الصداقة السورية التركية",67,73,,,,3,جمعية,,,2,حلب,
1030,"كفريا الخيرية",73,78,,,,3,جمعية,,,14,طرطوس,
1031,"المتنبي للثقافة والفنون",67,73,,,,3,جمعية,,,2,حلب,
1032,"هريرة الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
